CATCHMENT,YEAR.1,WEEK,WEEKLY RATE
New York - Albany,2019,7,7.3
Colorado,2019,7,2.7
Minnesota,2019,7,2.2
Oregon,2019,7,5.3
Maryland,2019,7,4.5
Connecticut,2019,7,7.1
California,2019,7,3.2
New York - Rochester,2019,7,9.6
Utah,2019,7,5.9
Michigan,2019,7,2.7
New Mexico,2019,7,3.5
Ohio,2019,7,2.9
Tennessee,2019,7,4.2
Georgia,2019,8,1.6
New York - Albany,2019,8,6.3
Colorado,2019,8,3.7
Minnesota,2019,8,3.9
Oregon,2019,8,6.5
Maryland,2019,8,5.3
Connecticut,2019,8,6.1
California,2019,8,4.1
New York - Rochester,2019,8,11.8
Utah,2019,8,6.6
Michigan,2019,8,2.9
New Mexico,2019,8,4.4
Ohio,2019,8,4.6
Tennessee,2019,8,4.1
Georgia,2019,9,1.1
New York - Albany,2019,9,5.7
Colorado,2019,9,4.3
Minnesota,2019,9,3
Oregon,2019,9,8.8
Maryland,2019,9,5.3
Connecticut,2019,9,4.9
California,2019,9,5.7
New York - Rochester,2019,9,12.2
Utah,2019,9,5.5
Michigan,2019,9,3.5
New Mexico,2019,9,5
Ohio,2019,9,3.8
Tennessee,2019,9,2.4
Georgia,2019,10,1
New York - Albany,2019,10,7.2
Colorado,2019,10,5.3
Minnesota,2019,10,4.5
Oregon,2019,10,8.7
Maryland,2019,10,7.5
Connecticut,2019,10,5.7
California,2019,10,4.8
New York - Rochester,2019,10,10
Utah,2019,10,3.4
Michigan,2019,10,4.9
New Mexico,2019,10,6.7
Ohio,2019,10,6.5
Tennessee,2019,10,3
Georgia,2019,11,1.2
New York - Albany,2019,11,8.3
Colorado,2019,11,4.1
Minnesota,2019,11,4.4
Oregon,2019,11,11
Maryland,2019,11,7.4
Connecticut,2019,11,5.5
California,2019,11,3.8
New York - Rochester,2019,11,12.3
Utah,2019,11,3.4
Michigan,2019,11,8.5
New Mexico,2019,11,6.3
Ohio,2019,11,7.3
Tennessee,2019,11,3.5
Georgia,2019,12,1.1
New York - Albany,2019,12,9.1
Colorado,2019,12,4
Minnesota,2019,12,3
Oregon,2019,12,9.5
Maryland,2019,12,5.7
Connecticut,2019,12,4.1
California,2019,12,4.2
New York - Rochester,2019,12,12.3
Utah,2019,12,3.7
Michigan,2019,12,8.9
New Mexico,2019,12,4.7
Ohio,2019,12,5.4
Tennessee,2019,12,2.2
Georgia,2019,13,0.8
New York - Albany,2019,13,5.4
Colorado,2019,13,2.3
Minnesota,2019,13,3.3
Oregon,2019,13,5.1
Maryland,2019,13,5.1
Connecticut,2019,13,6
California,2019,13,2.9
New York - Rochester,2019,13,10.4
Utah,2019,13,1.3
Michigan,2019,13,7
New Mexico,2019,13,2.9
Ohio,2019,13,3.1
Tennessee,2019,13,2
Georgia,2019,14,1
New York - Albany,2019,14,4.2
Colorado,2019,14,1.6
Minnesota,2019,14,2.3
Oregon,2019,14,2.3
Maryland,2019,14,3.4
Connecticut,2019,14,4.4
California,2019,14,1.9
New York - Rochester,2019,14,10.5
Utah,2019,14,1.9
Michigan,2019,14,5.8
New Mexico,2019,14,2
Ohio,2019,14,2.2
Tennessee,2019,14,1.6
Georgia,2019,15,0.6
New York - Albany,2019,15,2.8
Colorado,2019,15,0.9
Minnesota,2019,15,1.9
Oregon,2019,15,0.8
Maryland,2019,15,3
Connecticut,2019,15,3.3
California,2019,15,1.1
New York - Rochester,2019,15,8.3
Utah,2019,15,1.3
Michigan,2019,15,3.1
New Mexico,2019,15,1.1
Ohio,2019,15,1.1
Tennessee,2019,15,1.1
Georgia,2019,16,0.4
New York - Albany,2019,16,2.8
Colorado,2019,16,0.8
Minnesota,2019,16,1
Oregon,2019,16,0.2
Maryland,2019,16,1.3
Connecticut,2019,16,2.8
California,2019,16,0.7
New York - Rochester,2019,16,4.2
Utah,2019,16,0.4
Michigan,2019,16,1.7
New Mexico,2019,16,1.7
Ohio,2019,16,0.6
Tennessee,2019,16,0.7
Georgia,2019,17,0.3
New York - Albany,2019,17,1.8
Colorado,2019,17,0.8
Minnesota,2019,17,1
Oregon,2019,17,0.1
Maryland,2019,17,0.9
Connecticut,2019,17,1.7
California,2019,17,0.7
New York - Rochester,2019,17,2.9
Utah,2019,17,0.3
Michigan,2019,17,1.3
New Mexico,2019,17,0.8
Ohio,2019,17,0.3
Tennessee,2019,17,0.4
Georgia,2019,40,0.1
New York - Albany,2019,40,0.1
Colorado,2019,40,0.1
Minnesota,2019,40,0
Oregon,2019,40,0.1
Maryland,2019,40,0.1
Connecticut,2019,40,0.2
California,2019,40,0.2
New York - Rochester,2019,40,0.2
Utah,2019,40,0.2
Michigan,2019,40,0
New Mexico,2019,40,0.1
Ohio,2019,40,0
Tennessee,2019,40,0.1
Georgia,2019,41,0.3
New York - Albany,2019,41,0
Colorado,2019,41,0.1
Minnesota,2019,41,0.1
Oregon,2019,41,0.1
Maryland,2019,41,0
Connecticut,2019,41,0.2
California,2019,41,0.1
New York - Rochester,2019,41,0.2
Utah,2019,41,0
Michigan,2019,41,0
New Mexico,2019,41,0.1
Ohio,2019,41,0.1
Tennessee,2019,41,0.1
Georgia,2019,42,0.1
New York - Albany,2019,42,0
Colorado,2019,42,0.3
Minnesota,2019,42,0.1
Oregon,2019,42,0.1
Maryland,2019,42,0.3
Connecticut,2019,42,0.2
California,2019,42,0.1
New York - Rochester,2019,42,0.2
Utah,2019,42,0.1
Michigan,2019,42,0.1
New Mexico,2019,42,0.2
Ohio,2019,42,0.2
Tennessee,2019,42,0.2
Georgia,2019,43,0.2
New York - Albany,2019,43,0
Colorado,2019,43,0.3
Minnesota,2019,43,0.2
Oregon,2019,43,0.1
Maryland,2019,43,0.1
Connecticut,2019,43,0
California,2019,43,0.4
New York - Rochester,2019,43,0.1
Utah,2019,43,0.2
Michigan,2019,43,0.2
New Mexico,2019,43,0.1
Ohio,2019,43,0.1
Tennessee,2019,43,0.3
Georgia,2019,44,0.2
New York - Albany,2019,44,0.2
Colorado,2019,44,0.3
Minnesota,2019,44,0.2
Oregon,2019,44,0.3
Maryland,2019,44,0.1
Connecticut,2019,44,0
California,2019,44,0.7
New York - Rochester,2019,44,0.1
Utah,2019,44,0
Michigan,2019,44,0.2
New Mexico,2019,44,0.2
Ohio,2019,44,0.1
Tennessee,2019,44,0.1
Georgia,2019,45,0.3
New York - Albany,2019,45,0
Colorado,2019,45,0.5
Minnesota,2019,45,0.3
Oregon,2019,45,0.1
Maryland,2019,45,0
Connecticut,2019,45,0.4
California,2019,45,0.9
New York - Rochester,2019,45,0
Utah,2019,45,0.2
Michigan,2019,45,0
New Mexico,2019,45,0.3
Ohio,2019,45,0
Tennessee,2019,45,0.2
Georgia,2019,46,0.5
New York - Albany,2019,46,0.4
Colorado,2019,46,0.4
Minnesota,2019,46,0.5
Oregon,2019,46,0.2
Maryland,2019,46,0.1
Connecticut,2019,46,0.1
California,2019,46,1.1
New York - Rochester,2019,46,0
Utah,2019,46,0
Michigan,2019,46,0.5
New Mexico,2019,46,0.9
Ohio,2019,46,0
Tennessee,2019,46,0.2
Georgia,2019,47,0.9
New York - Albany,2019,47,0
Colorado,2019,47,0.8
Minnesota,2019,47,0.6
Oregon,2019,47,0.9
Maryland,2019,47,0.3
Connecticut,2019,47,0.1
California,2019,47,0.9
New York - Rochester,2019,47,0.4
Utah,2019,47,0.3
Michigan,2019,47,1.4
New Mexico,2019,47,0.6
Ohio,2019,47,0.1
Tennessee,2019,47,0.7
Georgia,2019,48,1.3
New York - Albany,2019,48,0.5
Colorado,2019,48,0.8
Minnesota,2019,48,1.2
Oregon,2019,48,1
Maryland,2019,48,0.8
Connecticut,2019,48,0.3
California,2019,48,0.9
New York - Rochester,2019,48,0.5
Utah,2019,48,0.4
Michigan,2019,48,1.1
New Mexico,2019,48,1.2
Ohio,2019,48,0.1
Tennessee,2019,48,1.3
Georgia,2019,49,2.1
New York - Albany,2019,49,0.1
Colorado,2019,49,1.2
Minnesota,2019,49,1
Oregon,2019,49,1.2
Maryland,2019,49,0.8
Connecticut,2019,49,0.3
California,2019,49,1.6
New York - Rochester,2019,49,0.4
Utah,2019,49,0.8
Michigan,2019,49,1.5
New Mexico,2019,49,1.9
Ohio,2019,49,0.4
Tennessee,2019,49,2.1
Georgia,2019,50,3
New York - Albany,2019,50,0.7
Colorado,2019,50,1.3
Minnesota,2019,50,1.5
Oregon,2019,50,2.1
Maryland,2019,50,1.1
Connecticut,2019,50,1.2
California,2019,50,1.7
New York - Rochester,2019,50,0.8
Utah,2019,50,0.8
Michigan,2019,50,1.7
New Mexico,2019,50,2.5
Ohio,2019,50,0.8
Tennessee,2019,50,2.6
Georgia,2019,51,4.1
New York - Albany,2019,51,1.2
Colorado,2019,51,2
Minnesota,2019,51,2.5
Oregon,2019,51,1.8
Maryland,2019,51,1.9
Connecticut,2019,51,1.9
California,2019,51,2
New York - Rochester,2019,51,2.2
Utah,2019,51,0.9
Michigan,2019,51,2.1
New Mexico,2019,51,3.3
Ohio,2019,51,1.9
Tennessee,2019,51,2.9
Georgia,2019,52,6.8
New York - Albany,2019,52,2.1
Colorado,2019,52,3.7
Minnesota,2019,52,3.9
Oregon,2019,52,3.2
Maryland,2019,52,4.5
Connecticut,2019,52,3.7
California,2019,52,3.1
New York - Rochester,2019,52,4.9
Utah,2019,52,1.9
Michigan,2019,52,4.7
New Mexico,2019,52,7.9
Ohio,2019,52,3.3
Tennessee,2019,52,5.9
Georgia,2020,1,6.2
New York - Albany,2020,1,2.6
Colorado,2020,1,4.1
Minnesota,2020,1,5.2
Oregon,2020,1,4.8
Maryland,2020,1,6.4
Connecticut,2020,1,6
California,2020,1,4.9
New York - Rochester,2020,1,8.1
Utah,2020,1,2.4
Michigan,2020,1,4.9
New Mexico,2020,1,8.4
Ohio,2020,1,2.6
Tennessee,2020,1,6.2
Georgia,2020,2,4.2
New York - Albany,2020,2,5.2
Colorado,2020,2,4.3
Minnesota,2020,2,3.7
Oregon,2020,2,2.4
Maryland,2020,2,5.2
Connecticut,2020,2,5.4
California,2020,2,4.7
New York - Rochester,2020,2,7.1
Utah,2020,2,3.6
Michigan,2020,2,4.7
New Mexico,2020,2,8.8
Ohio,2020,2,2.9
Tennessee,2020,2,3.6
Georgia,2020,3,3.5
New York - Albany,2020,3,4.9
Colorado,2020,3,3.9
Minnesota,2020,3,3.9
Oregon,2020,3,2.3
Maryland,2020,3,6
Connecticut,2020,3,4.7
California,2020,3,4.5
Tennessee,2020,3,2.7
New Mexico,2020,3,8.7
Michigan,2020,3,2.1
New York - Rochester,2020,3,5.7
Utah,2020,3,3.2
Ohio,2020,3,3.1
New York - Albany,2020,4,5.5
California,2020,4,5
Georgia,2020,4,3.3
Minnesota,2020,4,4.9
Maryland,2020,4,6.1
Connecticut,2020,4,8.2
New Mexico,2020,4,5.9
Tennessee,2020,4,2.4
Colorado,2020,4,4.8
Michigan,2020,4,4
New York - Rochester,2020,4,7
Utah,2020,4,3.7
Ohio,2020,4,3.9
Oregon,2020,4,1.5
New York - Albany,2020,5,8.1
California,2020,5,4.3
Georgia,2020,5,4.7
Minnesota,2020,5,4.6
Maryland,2020,5,8.2
Connecticut,2020,5,9.3
New Mexico,2020,5,5.8
Tennessee,2020,5,5.1
Colorado,2020,5,4.9
Michigan,2020,5,3.6
New York - Rochester,2020,5,9
Utah,2020,5,2.5
Ohio,2020,5,4.8
Oregon,2020,5,2.1
New York - Albany,2020,6,10
California,2020,6,4.4
Georgia,2020,6,4.6
Minnesota,2020,6,6.4
Maryland,2020,6,7.8
Connecticut,2020,6,12
New Mexico,2020,6,5.3
Tennessee,2020,6,5.3
Colorado,2020,6,5.4
Michigan,2020,6,5.3
New York - Rochester,2020,6,9.7
Utah,2020,6,5.1
Ohio,2020,6,6.7
Oregon,2020,6,1.5
New York - Albany,2020,7,8.2
California,2020,7,4.3
Georgia,2020,7,2.8
Minnesota,2020,7,6.4
Maryland,2020,7,6.4
Connecticut,2020,7,8.7
New Mexico,2020,7,5
Tennessee,2020,7,4.2
Colorado,2020,7,3.9
Michigan,2020,7,6.7
New York - Rochester,2020,7,7.9
Utah,2020,7,4
Ohio,2020,7,6
Oregon,2020,7,0.8
New York - Albany,2020,8,8.2
California,2020,8,4.5
Georgia,2020,8,2.8
Minnesota,2020,8,7.8
Maryland,2020,8,5.1
Connecticut,2020,8,7.2
New Mexico,2020,8,4.3
Tennessee,2020,8,3.6
Colorado,2020,8,3.8
Michigan,2020,8,7.1
New York - Rochester,2020,8,10.4
Utah,2020,8,3.6
Ohio,2020,8,5
Oregon,2020,8,2
New York - Albany,2020,9,7.3
California,2020,9,3.7
Georgia,2020,9,2
Minnesota,2020,9,7.2
Maryland,2020,9,5
Connecticut,2020,9,6.1
New Mexico,2020,9,2.1
Tennessee,2020,9,3.6
Colorado,2020,9,3
Michigan,2020,9,8.3
New York - Rochester,2020,9,6.5
Utah,2020,9,3.7
Ohio,2020,9,4.8
Oregon,2020,9,2.5
New York - Albany,2020,10,5.7
California,2020,10,2.5
Georgia,2020,10,2
Minnesota,2020,10,6.2
Maryland,2020,10,3.8
Connecticut,2020,10,5.7
New Mexico,2020,10,1.7
Tennessee,2020,10,4
Colorado,2020,10,3
Michigan,2020,10,7.7
New York - Rochester,2020,10,6.6
Utah,2020,10,4.4
Ohio,2020,10,3.6
Oregon,2020,10,3.5
New York - Albany,2020,11,4.7
California,2020,11,1.8
Georgia,2020,11,1.5
Minnesota,2020,11,3.9
Maryland,2020,11,3.2
Connecticut,2020,11,3.3
New Mexico,2020,11,1.4
Tennessee,2020,11,3.2
Colorado,2020,11,2.1
Michigan,2020,11,5.2
New York - Rochester,2020,11,5.7
Utah,2020,11,3
Ohio,2020,11,2.5
Oregon,2020,11,2.1
New York - Albany,2020,12,2.3
California,2020,12,0.6
Georgia,2020,12,0.8
Minnesota,2020,12,1.8
Maryland,2020,12,1.2
Connecticut,2020,12,1.2
New Mexico,2020,12,0.9
Tennessee,2020,12,1.2
Colorado,2020,12,0.8
Michigan,2020,12,2.5
New York - Rochester,2020,12,1.9
Utah,2020,12,1.5
Ohio,2020,12,1.3
Oregon,2020,12,1.3
New York - Albany,2020,13,0.3
California,2020,13,0.1
Georgia,2020,13,0.2
Minnesota,2020,13,0.5
Maryland,2020,13,0.4
Connecticut,2020,13,0.2
New Mexico,2020,13,0.3
Tennessee,2020,13,0.3
Colorado,2020,13,0.2
Michigan,2020,13,0.4
New York - Rochester,2020,13,0.3
Utah,2020,13,0.3
Ohio,2020,13,0.7
Oregon,2020,13,0.3
New York - Albany,2020,14,0.1
California,2020,14,0.1
Georgia,2020,14,0.1
Minnesota,2020,14,0.2
Maryland,2020,14,0.1
Connecticut,2020,14,0
New Mexico,2020,14,0
Tennessee,2020,14,0.2
Colorado,2020,14,0.1
Michigan,2020,14,0
New York - Rochester,2020,14,0.2
Utah,2020,14,0.5
Ohio,2020,14,0.1
Oregon,2020,14,0.1
New York - Albany,2020,15,0.1
California,2020,15,0
Georgia,2020,15,0.1
Minnesota,2020,15,0.1
Maryland,2020,15,0.1
Connecticut,2020,15,0.1
New Mexico,2020,15,0.2
Tennessee,2020,15,0
Colorado,2020,15,0
Michigan,2020,15,0.2
New York - Rochester,2020,15,0
Utah,2020,15,0
Ohio,2020,15,0.1
Oregon,2020,15,0
New York - Albany,2020,16,0
California,2020,16,0.1
Georgia,2020,16,0.1
Minnesota,2020,16,0.1
Maryland,2020,16,0.1
Connecticut,2020,16,0.1
New Mexico,2020,16,0.2
Tennessee,2020,16,0.2
Colorado,2020,16,0
Michigan,2020,16,0
New York - Rochester,2020,16,0
Utah,2020,16,0.1
Ohio,2020,16,0
Oregon,2020,16,0
New York - Albany,2020,17,0
California,2020,17,0
Georgia,2020,17,0
Minnesota,2020,17,0
Maryland,2020,17,0.1
Connecticut,2020,17,0
New Mexico,2020,17,0
Tennessee,2020,17,0.1
Colorado,2020,17,0
Michigan,2020,17,0
New York - Rochester,2020,17,0.1
Utah,2020,17,0
Ohio,2020,17,0
Oregon,2020,17,0.1
New York - Albany,2020,40,
California,2020,40,
Georgia,2020,40,
Minnesota,2020,40,
Maryland,2020,40,
Connecticut,2020,40,
New Mexico,2020,40,
Tennessee,2020,40,
Colorado,2020,40,
Michigan,2020,40,
New York - Rochester,2020,40,
Utah,2020,40,
Ohio,2020,40,
Oregon,2020,40,
New York - Albany,2020,41,
California,2020,41,
Georgia,2020,41,
Minnesota,2020,41,
Maryland,2020,41,
Connecticut,2020,41,
New Mexico,2020,41,
Tennessee,2020,41,
Colorado,2020,41,
Michigan,2020,41,
New York - Rochester,2020,41,
Utah,2020,41,
Ohio,2020,41,
Oregon,2020,41,
New York - Albany,2020,42,
California,2020,42,
Georgia,2020,42,
Minnesota,2020,42,
Maryland,2020,42,
Connecticut,2020,42,
New Mexico,2020,42,
Tennessee,2020,42,
Colorado,2020,42,
Michigan,2020,42,
New York - Rochester,2020,42,
Utah,2020,42,
Ohio,2020,42,
Oregon,2020,42,
New York - Albany,2020,43,
California,2020,43,
Georgia,2020,43,
Minnesota,2020,43,
Maryland,2020,43,
Connecticut,2020,43,
New Mexico,2020,43,
Tennessee,2020,43,
Colorado,2020,43,
Michigan,2020,43,
New York - Rochester,2020,43,
Utah,2020,43,
Ohio,2020,43,
Oregon,2020,43,
New York - Albany,2020,44,
California,2020,44,
Georgia,2020,44,
Minnesota,2020,44,
Maryland,2020,44,
Connecticut,2020,44,
New Mexico,2020,44,
Tennessee,2020,44,
Colorado,2020,44,
Michigan,2020,44,
New York - Rochester,2020,44,
Utah,2020,44,
Ohio,2020,44,
Oregon,2020,44,
New York - Albany,2020,45,
California,2020,45,
Georgia,2020,45,
Minnesota,2020,45,
Maryland,2020,45,
Connecticut,2020,45,
New Mexico,2020,45,
Tennessee,2020,45,
Colorado,2020,45,
Michigan,2020,45,
New York - Rochester,2020,45,
Utah,2020,45,
Ohio,2020,45,
Oregon,2020,45,
New York - Albany,2020,46,
California,2020,46,
Georgia,2020,46,
Minnesota,2020,46,
Maryland,2020,46,
Connecticut,2020,46,
New Mexico,2020,46,
Tennessee,2020,46,
Colorado,2020,46,
Michigan,2020,46,
New York - Rochester,2020,46,
Utah,2020,46,
Ohio,2020,46,
Oregon,2020,46,
New York - Albany,2020,47,
California,2020,47,
Georgia,2020,47,
Minnesota,2020,47,
Maryland,2020,47,
Connecticut,2020,47,
New Mexico,2020,47,
Tennessee,2020,47,
Colorado,2020,47,
Michigan,2020,47,
New York - Rochester,2020,47,
Utah,2020,47,
Ohio,2020,47,
Oregon,2020,47,
New York - Albany,2020,48,
California,2020,48,
Georgia,2020,48,
Minnesota,2020,48,
Maryland,2020,48,
Connecticut,2020,48,
New Mexico,2020,48,
Tennessee,2020,48,
Colorado,2020,48,
Michigan,2020,48,
New York - Rochester,2020,48,
Utah,2020,48,
Ohio,2020,48,
Oregon,2020,48,
Connecticut,2020,49,
New York - Albany,2020,49,
California,2020,49,
Georgia,2020,49,
Minnesota,2020,49,
Maryland,2020,49,
New Mexico,2020,49,
Tennessee,2020,49,
Colorado,2020,49,
Michigan,2020,49,
New York - Rochester,2020,49,
Utah,2020,49,
Ohio,2020,49,
Oregon,2020,49,
New York - Albany,2020,50,
California,2020,50,
Georgia,2020,50,
Minnesota,2020,50,
Maryland,2020,50,
Connecticut,2020,50,
New Mexico,2020,50,
Tennessee,2020,50,
Colorado,2020,50,
Michigan,2020,50,
New York - Rochester,2020,50,
Utah,2020,50,
Ohio,2020,50,
Oregon,2020,50,
Connecticut,2020,51,
New York - Albany,2020,51,
California,2020,51,
Georgia,2020,51,
Minnesota,2020,51,
Maryland,2020,51,
New Mexico,2020,51,
Tennessee,2020,51,
Colorado,2020,51,
Michigan,2020,51,
New York - Rochester,2020,51,
Utah,2020,51,
Ohio,2020,51,
Oregon,2020,51,
Connecticut,2020,52,
New York - Albany,2020,52,
California,2020,52,
Georgia,2020,52,
Minnesota,2020,52,
Maryland,2020,52,
New Mexico,2020,52,
Tennessee,2020,52,
Colorado,2020,52,
Michigan,2020,52,
New York - Rochester,2020,52,
Utah,2020,52,
Ohio,2020,52,
Oregon,2020,52,
Connecticut,2020,53,
New York - Albany,2020,53,
California,2020,53,
Georgia,2020,53,
Minnesota,2020,53,
Maryland,2020,53,
New Mexico,2020,53,
Tennessee,2020,53,
Colorado,2020,53,
Michigan,2020,53,
New York - Rochester,2020,53,
Utah,2020,53,
Ohio,2020,53,
Oregon,2020,53,
Connecticut,2021,1,
New York - Albany,2021,1,
California,2021,1,
Georgia,2021,1,
Minnesota,2021,1,
Maryland,2021,1,
New Mexico,2021,1,
Tennessee,2021,1,
Colorado,2021,1,
Michigan,2021,1,
New York - Rochester,2021,1,
Utah,2021,1,
Ohio,2021,1,
Oregon,2021,1,
Connecticut,2021,2,
New York - Albany,2021,2,
California,2021,2,
Georgia,2021,2,
Minnesota,2021,2,
Maryland,2021,2,
New Mexico,2021,2,
Tennessee,2021,2,
Colorado,2021,2,
Michigan,2021,2,
New York - Rochester,2021,2,
Utah,2021,2,
Ohio,2021,2,
Oregon,2021,2,
Connecticut,2021,3,
New York - Albany,2021,3,
California,2021,3,
Georgia,2021,3,
Minnesota,2021,3,
Maryland,2021,3,
New Mexico,2021,3,
Tennessee,2021,3,
Colorado,2021,3,
Michigan,2021,3,
New York - Rochester,2021,3,
Utah,2021,3,
Ohio,2021,3,
Oregon,2021,3,
Connecticut,2021,4,
New York - Albany,2021,4,
California,2021,4,
Georgia,2021,4,
Minnesota,2021,4,
Maryland,2021,4,
New Mexico,2021,4,
Tennessee,2021,4,
Colorado,2021,4,
Michigan,2021,4,
New York - Rochester,2021,4,
Utah,2021,4,
Ohio,2021,4,
Oregon,2021,4,
Connecticut,2021,5,
New York - Albany,2021,5,
California,2021,5,
Georgia,2021,5,
Minnesota,2021,5,
Maryland,2021,5,
New Mexico,2021,5,
Tennessee,2021,5,
Colorado,2021,5,
Michigan,2021,5,
New York - Rochester,2021,5,
Utah,2021,5,
Ohio,2021,5,
Oregon,2021,5,
Connecticut,2021,6,
New York - Albany,2021,6,
California,2021,6,
Georgia,2021,6,
Minnesota,2021,6,
Maryland,2021,6,
New Mexico,2021,6,
Tennessee,2021,6,
Colorado,2021,6,
Michigan,2021,6,
New York - Rochester,2021,6,
Utah,2021,6,
Ohio,2021,6,
Oregon,2021,6,
Connecticut,2021,7,
New York - Albany,2021,7,
California,2021,7,
Georgia,2021,7,
Minnesota,2021,7,
Maryland,2021,7,
New Mexico,2021,7,
Tennessee,2021,7,
Colorado,2021,7,
Michigan,2021,7,
New York - Rochester,2021,7,
Utah,2021,7,
Ohio,2021,7,
Oregon,2021,7,
Connecticut,2021,8,
New York - Albany,2021,8,
California,2021,8,
Georgia,2021,8,
Minnesota,2021,8,
Maryland,2021,8,
New Mexico,2021,8,
Tennessee,2021,8,
Colorado,2021,8,
Michigan,2021,8,
New York - Rochester,2021,8,
Utah,2021,8,
Ohio,2021,8,
Oregon,2021,8,
Connecticut,2021,9,
New York - Albany,2021,9,
California,2021,9,
Georgia,2021,9,
Minnesota,2021,9,
Maryland,2021,9,
New Mexico,2021,9,
Tennessee,2021,9,
Colorado,2021,9,
Michigan,2021,9,
New York - Rochester,2021,9,
Utah,2021,9,
Ohio,2021,9,
Oregon,2021,9,
Connecticut,2021,10,
New York - Albany,2021,10,
California,2021,10,
Georgia,2021,10,
Minnesota,2021,10,
Maryland,2021,10,
New Mexico,2021,10,
Tennessee,2021,10,
Colorado,2021,10,
Michigan,2021,10,
New York - Rochester,2021,10,
Utah,2021,10,
Ohio,2021,10,
Oregon,2021,10,
Connecticut,2021,11,
New York - Albany,2021,11,
California,2021,11,
Georgia,2021,11,
Minnesota,2021,11,
Maryland,2021,11,
New Mexico,2021,11,
Tennessee,2021,11,
Colorado,2021,11,
Michigan,2021,11,
New York - Rochester,2021,11,
Utah,2021,11,
Ohio,2021,11,
Oregon,2021,11,
Connecticut,2021,12,
New York - Albany,2021,12,
California,2021,12,
Georgia,2021,12,
Minnesota,2021,12,
Maryland,2021,12,
New Mexico,2021,12,
Tennessee,2021,12,
Colorado,2021,12,
Michigan,2021,12,
New York - Rochester,2021,12,
Utah,2021,12,
Ohio,2021,12,
Oregon,2021,12,
Connecticut,2021,13,
New York - Albany,2021,13,
California,2021,13,
Georgia,2021,13,
Minnesota,2021,13,
Maryland,2021,13,
New Mexico,2021,13,
Tennessee,2021,13,
Colorado,2021,13,
Michigan,2021,13,
New York - Rochester,2021,13,
Utah,2021,13,
Ohio,2021,13,
Oregon,2021,13,
Connecticut,2021,14,
New York - Albany,2021,14,
California,2021,14,
Georgia,2021,14,
Minnesota,2021,14,
Maryland,2021,14,
New Mexico,2021,14,
Tennessee,2021,14,
Colorado,2021,14,
Michigan,2021,14,
New York - Rochester,2021,14,
Utah,2021,14,
Ohio,2021,14,
Oregon,2021,14,
Connecticut,2021,15,
New York - Albany,2021,15,
California,2021,15,
Georgia,2021,15,
Minnesota,2021,15,
Maryland,2021,15,
New Mexico,2021,15,
Tennessee,2021,15,
Colorado,2021,15,
Michigan,2021,15,
New York - Rochester,2021,15,
Utah,2021,15,
Ohio,2021,15,
Oregon,2021,15,
Connecticut,2021,16,
New York - Albany,2021,16,
California,2021,16,
Georgia,2021,16,
Minnesota,2021,16,
Maryland,2021,16,
New Mexico,2021,16,
Tennessee,2021,16,
Colorado,2021,16,
Michigan,2021,16,
New York - Rochester,2021,16,
Utah,2021,16,
Ohio,2021,16,
Oregon,2021,16,
Connecticut,2021,17,
New York - Albany,2021,17,
California,2021,17,
Georgia,2021,17,
Minnesota,2021,17,
Maryland,2021,17,
New Mexico,2021,17,
Tennessee,2021,17,
Colorado,2021,17,
Michigan,2021,17,
New York - Rochester,2021,17,
Utah,2021,17,
Ohio,2021,17,
Oregon,2021,17,
Connecticut,2021,40,0
New York - Albany,2021,40,0
California,2021,40,0
Georgia,2021,40,0
Minnesota,2021,40,0
Maryland,2021,40,0
New Mexico,2021,40,0.1
Tennessee,2021,40,0
Colorado,2021,40,0
Michigan,2021,40,0
New York - Rochester,2021,40,0.1
Utah,2021,40,0.1
Ohio,2021,40,0
Oregon,2021,40,0
Connecticut,2021,41,0
New York - Albany,2021,41,0.2
California,2021,41,0.1
Georgia,2021,41,0
Minnesota,2021,41,0
Maryland,2021,41,0.1
New Mexico,2021,41,0.1
Tennessee,2021,41,0.1
Colorado,2021,41,0
Michigan,2021,41,0.1
New York - Rochester,2021,41,0
Utah,2021,41,0.1
Ohio,2021,41,0
Oregon,2021,41,0
Connecticut,2021,42,0
New York - Albany,2021,42,0
California,2021,42,0
Georgia,2021,42,0
Minnesota,2021,42,0
New Mexico,2021,42,0.3
Tennessee,2021,42,0.1
Colorado,2021,42,0.1
Maryland,2021,42,0
Michigan,2021,42,0
New York - Rochester,2021,42,0
Utah,2021,42,0
Ohio,2021,42,0
Oregon,2021,42,0
Connecticut,2021,43,0
New York - Albany,2021,43,0.1
California,2021,43,0
Georgia,2021,43,0
Minnesota,2021,43,0.1
New Mexico,2021,43,0.1
Tennessee,2021,43,0.1
Colorado,2021,43,0.1
Maryland,2021,43,0
Michigan,2021,43,0
New York - Rochester,2021,43,0
Utah,2021,43,0
Ohio,2021,43,0
Oregon,2021,43,0
Connecticut,2021,44,0
New York - Albany,2021,44,0
California,2021,44,0
Georgia,2021,44,0
Minnesota,2021,44,0
New Mexico,2021,44,0
Tennessee,2021,44,0.1
Colorado,2021,44,0
Maryland,2021,44,0.1
Michigan,2021,44,0.1
New York - Rochester,2021,44,0.1
Utah,2021,44,0.1
Ohio,2021,44,0
Oregon,2021,44,0
Connecticut,2021,45,0.1
New York - Albany,2021,45,0.2
California,2021,45,0
Georgia,2021,45,0.1
Minnesota,2021,45,0
